provider,provider id,provider label,provider description,provider group code,benthic attribute,growth form,benthic_attribute_id,growth_form_id
Reef Cloud,3388,Hypoglossum,Hypoglossum,MACROALGAE,Hypoglossum,,0682d950-18fb-4244-a136-ddd2295dba39,
Reef Cloud,3389,Indeterminate,Indeterminate,OTHER,Unknown,,b72e02c1-eab3-4781-9eb4-d191bb84e5c7,
Reef Cloud,3392,Iotrochota,Iotrochota,SPONGE,Iotrochota,,a52a29d8-5569-48d0-bc3d-fbad447ea6d6,
Reef Cloud,3393,Ircinia,Ircinia,SPONGE,Ircinia,,43471c27-e415-4559-913f-6d3c3d50e199,
Reef Cloud,3394,Ircinia felix,Ircinia felix,SPONGE,Ircinia felix,,887418b7-853c-4e9a-b3c7-8c2dce922db1,
Reef Cloud,3395,Ircinia strobilina,Ircinia strobilina,SPONGE,Ircinia strobilina,,1960cc55-c507-41c8-9119-f87b07776a31,
Reef Cloud,3396,Isididae,Isididae,SOFT CORAL,Isididae,,c0edb46c-41dd-4d24-b1a1-855c1d3ad7d2,
Reef Cloud,3397,Isis,Isis,SOFT CORAL,Isis,,aa497596-565e-4e88-abc8-2ef2df202437,
Reef Cloud,3398,Isophyllia,Isophyllia,HARD CORAL,Isophyllia,,f61f5b01-9ebd-4f05-9e31-7d14d6fdff49,
Reef Cloud,3399,Isophyllia rigida,Isophyllia rigida,HARD CORAL,Isophyllia rigida,,dfed579c-b5d0-41a9-bfc1-e2dbbd94eb7e,
Reef Cloud,3400,Isophyllia sinuosa,Isophyllia sinuosa,HARD CORAL,Isophyllia sinuosa,,70635707-407e-4348-b685-3e44f121875f,
Reef Cloud,3401,Isopora,Isopora,HARD CORAL,Isopora,,8672775c-9167-42bd-b885-f1807f9ac9a4,
Reef Cloud,3402,Jania,Jania,MACROALGAE,Jania,,788e1ca9-72ee-4872-9b79-a885e1a59c67,
Reef Cloud,3403,Junceella,Junceella,SOFT CORAL,Junceella,,e276165d-a218-4c4c-bed5-31e37350beee,
Reef Cloud,3404,Laurencia,Laurencia,MACROALGAE,Laurencia,,2db1ed39-900e-4ca6-b34d-f681948ee1b4,
Reef Cloud,3405,Leptastrea,Leptastrea,HARD CORAL,Leptastrea,,70407def-b048-49d4-9a43-3eb0021f7b68,
Reef Cloud,3406,Leptoria,Leptoria,HARD CORAL,Leptoria,,23a1cb26-5cff-49fe-923d-cecd75de7547,
Reef Cloud,3407,Leptoseris,Leptoseris,HARD CORAL,Leptoseris,,8da49adb-eb3c-4486-a538-42114813b58e,
Reef Cloud,3408,Liagora,Liagora,MACROALGAE,Liagora,,4dcad109-18e3-4c91-a560-eb0bf34faccc,
Reef Cloud,3409,Linckia laevigata,Linckia laevigata,OTHER INVERTEBRATES,Linckia laevigata,,c0fe283f-d9ec-42ca-957c-70df3aaa107c,
Reef Cloud,3410,Lithophyllon,Lithophyllon,HARD CORAL,Lithophyllon,,2f4f8832-79bd-4127-8ef6-d7e3edd5c9f9,
Reef Cloud,16493,Lithothamnion,Lithothamnion,CRUSTOSE CORALLINE ALGAE,Lithothamnion,,fde41922-a01f-462a-980b-fd9912274a0e,
Reef Cloud,3459,Litophyton,Litophyton,SOFT CORAL,Litophyton,,9b43d8fc-3f0f-4215-b643-0d48916d5b2d,
Reef Cloud,3411,Lobactis,Lobactis,HARD CORAL,Lobactis,,6d6234bf-5b9c-4cd8-b0e5-c8ea767f619c,
Reef Cloud,3412,Lobophora,Lobophora,MACROALGAE,Lobophora,,d63b491c-adc7-4869-aa6c-6c2a784830d5,
Reef Cloud,3413,Lobophyllia,Lobophyllia,HARD CORAL,Lobophyllia,,e3ea5520-1e7f-41c6-a141-6c27327b56a1,
Reef Cloud,3414,Lobophylliidae,Lobophylliidae,HARD CORAL,Lobophylliidae,,a24fd27f-7577-4c46-a5fc-68aa3a1bae56,
Reef Cloud,3415,Lobophytum,Lobophytum,SOFT CORAL,Lobophytum,,d68c54e3-1499-4987-9b31-716a90d4901a,
Reef Cloud,3416,Lyngbya,Lyngbya,CYANOBACTERIA,Lyngbya,,26c3118a-1908-44b9-91d5-5f5a1d28cbb1,
Reef Cloud,3417,Macroalgae,Macroalgae,MACROALGAE,Macroalgae,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
Reef Cloud,3418,Madracis,Madracis,HARD CORAL,Madracis,,223860e9-b7b5-412c-bcab-0f16d43928fb,
Reef Cloud,3419,Madracis auretenra (mirabilis),Madracis auretenra (mirabilis),HARD CORAL,Madracis auretenra,,9fc8164a-a7b9-43d4-bf2e-74e2f8a14d66,
Reef Cloud,3420,Madracis decactis,Madracis decactis,HARD CORAL,Madracis decactis,,62b87704-ca62-415d-a340-48764e8b6c69,
Reef Cloud,3421,Madracis formosa,Madracis formosa,HARD CORAL,Madracis formosa,,58e425be-7112-4dfb-8568-25806aaf2f4f,
Reef Cloud,3422,Madracis pharensis,Madracis pharensis,HARD CORAL,Madracis pharensis,,53c61b6c-68c0-46fe-bfae-e77e6f12d7af,
Reef Cloud,16494,Madracis senaria,Madracis senaria,HARD CORAL,Madracis senaria,,60f9b62d-0cb0-47dd-9551-3929af847cb7,
Reef Cloud,3423,Manicina areolata,Manicina areolata,HARD CORAL,Manicina areolata,,ea0721ea-3c12-42bf-970b-a364016bb5df,
Reef Cloud,3424,Martensia,Martensia,MACROALGAE,Martensia,,dc001102-e0ee-4807-bdc7-ce8d18232d0e,
Reef Cloud,3626,Mastophora,Mastophora,MACROALGAE,Mastophora,,a682d56f-1088-42cc-9e8b-f35362727987,
Reef Cloud,3425,Meandrina,Meandrina,HARD CORAL,Meandrina,,af037a13-6f51-4f9a-a237-58326098c94f,
Reef Cloud,16495,Meandrina danai,Meandrina danai,HARD CORAL,Meandrina danai,,bac2a571-c410-4501-9aac-34a5332ee286,
Reef Cloud,3426,Meandrina jacksoni,Meandrina jacksoni,HARD CORAL,Meandrina jacksoni,,abc83e25-a84f-4660-827f-e40efc38d01f,
Reef Cloud,3427,Meandrina meandrites,Meandrina meandrites,HARD CORAL,Meandrina meandrites,,330fdf21-d50d-4e03-9421-57a66d892d0a,
Reef Cloud,3428,Meandrinidae,Meandrinidae,HARD CORAL,Meandrinidae,,de352349-e792-43a2-808f-0fc4f501783d,
Reef Cloud,3429,Melithaea,Melithaea,SOFT CORAL,Melithaea,,5d60ce76-90be-4f41-bdca-75705bf43f31,
Reef Cloud,3430,Merulina,Merulina,HARD CORAL,Merulina,,cdee93cc-5434-460e-b1e8-78b4164ab266,
Reef Cloud,3431,Merulinidae,Merulinidae,HARD CORAL,Merulinidae,,469174fe-ca4b-40e3-839f-435bd1b14989,
Reef Cloud,16491,Mesophyllum,Mesophyllum,CRUSTOSE CORALLINE ALGAE,Mesophyllum,,ea1be4a2-28c5-4f3f-a7fc-e3598c5114ac,
Reef Cloud,3432,Microbial mats,Microbial mats,CYANOBACTERIA,Microbial mats,,6dfd0b33-db5f-433c-81ce-a625bc923c50,
Reef Cloud,3433,Microdictyon,Microdictyon,MACROALGAE,Microdictyon,,68884c5d-d3d1-4a35-ab5a-4e98e5591d41,
Reef Cloud,3434,Micromussa,Micromussa,HARD CORAL,Micromussa,,25247569-2f0f-438d-8b69-c62ee31150de,
Reef Cloud,3435,Millepora,Millepora,SESSILE INVERTEBRATES,Millepora,,995f68d0-2dec-4e22-916a-cf1f44c1663b,
Reef Cloud,3436,Millepora alcicornis,Millepora alcicornis,SESSILE INVERTEBRATES,Millepora alcicornis,,4c173e5b-b34a-4b9d-8fea-9f598673fa33,
Reef Cloud,3437,Millepora complanata,Millepora complanata,SESSILE INVERTEBRATES,Millepora complanata,,16287ac3-a2c5-4d10-ad2d-eae00c4cc148,
Reef Cloud,3438,Millepora squarrosa,Millepora squarrosa,SESSILE INVERTEBRATES,Millepora squarrosa,,9a23a972-cefa-4827-9636-41f8e5a73b77,
Reef Cloud,3439,Millepora striata,Millepora striata,SESSILE INVERTEBRATES,Millepora striata,,debeddf2-6aaf-42f0-a506-535998922712,
Reef Cloud,3440,Milleporidae,Milleporidae,SESSILE INVERTEBRATES,Milleporidae,,b43bd5eb-e933-4a93-b054-9abc3082de65,
Reef Cloud,3443,Montastraea,Montastraea,HARD CORAL,Montastraea,,e2a62f32-1424-44fa-ba52-fbdd4e9ee6f0,
Reef Cloud,3441,Montastraea cavernosa,Montastraea cavernosa,HARD CORAL,Montastraea cavernosa,,e8edb2ee-0fc3-445d-8617-b660313c9606,
Reef Cloud,3442,Montastraeidae,Montastraeidae,HARD CORAL,Montastraeidae,,0e0f55db-d15a-479e-9a9f-cbea6046ae7c,
Reef Cloud,3444,Montigyra,Montigyra,HARD CORAL,Montigyra,,db19681c-7729-4405-b3c0-7f0fd0db86ef,
Reef Cloud,3445,Montipora,Montipora,HARD CORAL,Montipora,,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,
Reef Cloud,3446,Moseleya,Moseleya,HARD CORAL,Moseleya,,abbc2eed-fa22-434b-a13c-7c2929c3da09,
Reef Cloud,16496,Mud,Mud,SOFT SEDIMENT,Bare substrate,,d9086647-3a82-4634-97bc-6e10347af39b,
Reef Cloud,3447,Mussa angulosa,Mussa angulosa,HARD CORAL,Mussa angulosa,,02160430-8036-41fb-89b3-cf89782c0e3e,
Reef Cloud,3449,Mycedium,Mycedium,HARD CORAL,Mycedium,,f6f3b5cf-7bc6-483a-8ef7-0c41a6672be2,
Reef Cloud,3450,Mycetophyllia,Mycetophyllia,HARD CORAL,Mycetophyllia,,d6d74742-d8ed-4954-b164-fc6607c3efa9,
Reef Cloud,3451,Mycetophyllia aliciae,Mycetophyllia aliciae,HARD CORAL,Mycetophyllia aliciae,,3e7dec2f-33a4-4087-9e8e-c8a3fc987669,
Reef Cloud,3452,Mycetophyllia danaana,Mycetophyllia danaana,HARD CORAL,Mycetophyllia danaana,,325f003f-90f0-4961-9b4a-86a875ee2a7f,
Reef Cloud,3453,Mycetophyllia ferox,Mycetophyllia ferox,HARD CORAL,Mycetophyllia ferox,,17131731-e6c8-431e-9a55-8cc438ec5a23,
Reef Cloud,3454,Mycetophyllia lamarckiana,Mycetophyllia lamarckiana,HARD CORAL,Mycetophyllia lamarckiana,,fad9ba75-a2b0-44ad-bc67-67b5ade6ad76,
Reef Cloud,3455,Nemenzophyllia,Nemenzophyllia,HARD CORAL,Nemenzophyllia,,d2b07639-38c2-4258-9f63-290ec7e5f836,
Reef Cloud,16490,Neogoniolithon,Neogoniolithon,CRUSTOSE CORALLINE ALGAE,Neogoniolithon,,69087fd1-6447-491c-a4e0-d89eb133925c,
Reef Cloud,3456,Neomeris,Neomeris,MACROALGAE,Neomeris,,436b15f7-c235-4124-8eef-4aa2e25f2c4d,
Reef Cloud,3457,Neopetrosia carbonaria,Neopetrosia carbonaria,SPONGE,Neopetrosia carbonaria,,046707b4-bae6-4a5d-8452-86fbf4c1120a,
Reef Cloud,3458,Nephtheidae,Nephtheidae,SOFT CORAL,Nephtheidae,,d1d7eb33-cc43-433f-9ca7-8fbe50a63277,
Reef Cloud,3460,Niphates,Niphates,SPONGE,Niphates,,84bc2ed1-9309-4b83-b275-f6a55ffc3e47,
Reef Cloud,3461,Niphates digitalis,Niphates digitalis,SPONGE,Niphates digitalis,,a6c64eb7-4b0c-4fd0-9587-8326dde5780a,
Reef Cloud,3462,Niphates erecta,Niphates erecta,SPONGE,Niphates erecta,,0b16aa3e-34e6-4072-a2b2-ed1c4739d38b,
Reef Cloud,3464,Nudibranch,Nudibranch,OTHER INVERTEBRATES,Nudibranch,,48e9cd85-5bb3-4213-a2b4-35715dc285b2,
Reef Cloud,3298,Oceana serrulata,Oceana serrulata,SEAGRASS,Oceana serrulata,,1d7b22d3-598e-48ad-ac94-64000eb90ed2,
Reef Cloud,3225,Octocorallia,Octocorallia,SOFT CORAL,Octocorallia,,7ce46715-080a-465e-94c1-17a51bcd49f0,
Reef Cloud,3465,Oculina,Oculina,HARD CORAL,Oculina,,147fe69c-4e2c-42f5-81fd-dde608c9ac27,
Reef Cloud,3466,Oculina diffusa,Oculina diffusa,HARD CORAL,Oculina diffusa,,0fac3d4d-a919-40e3-8bb6-da65c4ff7b67,
Reef Cloud,3467,Oculina varicosa,Oculina varicosa,HARD CORAL,Oculina varicosa,,d921c84e-4672-4cb0-97ec-3132f44a096a,
Reef Cloud,3468,Oculinidae,Oculinidae,HARD CORAL,Oculinidae,,ab6d461a-6004-4675-8d42-cf63f405c7eb,
Reef Cloud,3469,Orbicella,Orbicella,HARD CORAL,Orbicella,,1583ffd5-f3a1-4346-ab3c-ada28292b22d,
Reef Cloud,3470,Orbicella annularis,Orbicella annularis,HARD CORAL,Orbicella annularis,,9be51ec6-7400-46c7-bdfe-c56eac991cb7,
Reef Cloud,3471,Orbicella faveolata,Orbicella faveolata,HARD CORAL,Orbicella faveolata,,3f7a3174-94b4-4e50-b4d6-f80724bd0983,
Reef Cloud,3472,Orbicella franksi,Orbicella franksi,HARD CORAL,Orbicella franksi,,28373b18-98da-4ffe-b482-c0b1b5d4e82c,
Reef Cloud,3473,Other,Other,OTHER,Other,,31c5af16-30d7-4966-97f4-01889a5cf973,
Reef Cloud,3474,Other invertebrates,Other invertebrates,OTHER INVERTEBRATES,Other invertebrates,,3dc38d25-ed80-4049-af16-e85f04f97cc6,
Reef Cloud,3475,Oulastrea,Oulastrea,HARD CORAL,Oulastrea,,ed845b8e-4be9-4cb3-8ace-fcb7410a5381,
Reef Cloud,3476,Oulophyllia,Oulophyllia,HARD CORAL,Oulophyllia,,190d2f0d-67be-48a3-8ea0-33e66546f3f7,
Reef Cloud,3477,Oxypora,Oxypora,HARD CORAL,Oxypora,,e450c3c2-f3ca-4b81-9b99-aa1928aee1bb,
Reef Cloud,3478,Pachyseris,Pachyseris,HARD CORAL,Pachyseris,,4d493a0d-6c7e-4f5f-8a71-06bac94a8c53,
Reef Cloud,3479,Padina,Padina,MACROALGAE,Padina,,053de64e-a2b9-40b6-b566-cf3a5e95e267,
Reef Cloud,3480,Palauastrea,Palauastrea,HARD CORAL,Palauastrea,,e981cbce-fbb3-4fe0-851b-5e24b16bba3e,
Reef Cloud,3481,Palisada,Palisada,MACROALGAE,Palisada,,04a8165f-c936-49fd-b668-749cea28b9e3,
Reef Cloud,3482,Palythoa caribaeorum,Palythoa caribaeorum,SESSILE INVERTEBRATES,Palythoa caribaeorum,,3914203f-f285-4fa8-8df3-4ffc91444c01,
Reef Cloud,3483,Palythoa tuberculosa,Palythoa tuberculosa,SESSILE INVERTEBRATES,Palythoa tuberculosa,,2706aa19-959e-4672-ab44-51427904537a,
Reef Cloud,3485,Paragoniastrea,Paragoniastrea,HARD CORAL,Paragoniastrea,,c1e63c58-ed01-4934-ac1c-e7282ea73c85,
Reef Cloud,3486,Paramontastraea,Paramontastraea,HARD CORAL,Paramontastraea,,b4566ebe-b395-437b-9703-f693ae4e2582,
Reef Cloud,3488,Pavona,Pavona,HARD CORAL,Pavona,,108ff93e-9191-42bf-b502-3a437407b22a,
Reef Cloud,3489,Pectinia,Pectinia,HARD CORAL,Pectinia,,602dc038-8e99-4c55-85e4-f3141ddc0041,
Reef Cloud,3491,Penicillus,Penicillus,MACROALGAE,Penicillus,,62731214-41d2-4db6-af05-e76305a0b8ef,
Reef Cloud,3492,Peyssonnelid Algal Crust (PAC),Peyssonnelid Algal Crust (PAC),MACROALGAE,Peyssonnelid algae,,7d84ea57-8116-4eba-a39e-5f086b5370db,
Reef Cloud,3493,Phaeophyceae (Brown algae),Phaeophyceae (Brown algae),MACROALGAE,Phaeophyceae,,b1b917a4-df2c-4394-8aa1-e9b480b77cc4,
Reef Cloud,3494,Physogyra,Physogyra,HARD CORAL,Physogyra,,2b1e2403-6391-4017-9044-0f00a7cb9068,
Reef Cloud,3495,Physophyllia,Physophyllia,HARD CORAL,Physophyllia,,22f32d2c-84a8-4b15-85ac-ab43952a317a,
Reef Cloud,3496,Pinctada margaritifera,Pinctada margaritifera,OTHER INVERTEBRATES,Pinctada margaritifera,,c8cd0838-8476-4bf1-8d0a-213328ff4aec,
Reef Cloud,3497,Pinna,Pinna,OTHER INVERTEBRATES,Pinna,,1a5555f5-972c-4565-9fa6-156a113ee123,
Reef Cloud,3498,Platygyra,Platygyra,HARD CORAL,Platygyra,,9cd8176f-b5b4-474e-87bc-f2744338fe00,
Reef Cloud,3499,Plerogyra,Plerogyra,HARD CORAL,Plerogyra,,eaebab16-9d01-4723-b120-6239314826ab,
Reef Cloud,260892,Plerogyridae,Plerogyridae,HARD CORAL,Plerogyra,,eaebab16-9d01-4723-b120-6239314826ab,
Reef Cloud,3500,Plesiastrea,Plesiastrea,HARD CORAL,Plesiastrea,,5ab3e132-8c64-4e65-8a5e-25d92f284331,
Reef Cloud,3501,Pleuractis,Pleuractis,HARD CORAL,Pleuractis,,31f1f9fc-55ef-4041-b1e4-18763794dd97,
Reef Cloud,3502,Pocillopora,Pocillopora,HARD CORAL,Pocillopora,,da1dfe78-f982-4b09-81ae-b38d328bd85e,
Reef Cloud,3503,Pocillopora damicornis,Pocillopora damicornis,HARD CORAL,Pocillopora damicornis,,b401b526-6d2f-4f6a-8cc1-10051e0623ff,
Reef Cloud,3504,Pocillopora grandis,Pocillopora grandis,HARD CORAL,Pocillopora grandis,,52c54acc-cde4-444c-8ba3-1b2c8c6ab17f,
Reef Cloud,3505,Pocilloporidae,Pocilloporidae,HARD CORAL,Pocilloporidae,,6580c490-3a3c-4969-b91f-18d7edd82074,
Reef Cloud,3506,Podabacia,Podabacia,HARD CORAL,Podabacia,,a89f2635-41fe-4d2f-ae67-880a5707340e,
Reef Cloud,3507,Polyphyllia,Polyphyllia,HARD CORAL,Polyphyllia,,ee3b17dd-36f3-4a99-bc2d-a95f5d39bac1,
Reef Cloud,3563,Porifera (Sponges),Porifera (Sponges),SPONGE,Porifera,,50a5d5d0-1afe-4e48-ab35-3adec6a30f0d,
Reef Cloud,3508,Porites,Porites,HARD CORAL,Porites,,2b55697f-f26e-433e-9070-f1fe9748bf7b,
Reef Cloud,3509,Porites astreoides,Porites astreoides,HARD CORAL,Porites astreoides,,e288a94f-7117-4a54-9558-7d71144ccdc1,
Reef Cloud,3510,Porites cf. branneri,Porites cf. branneri,HARD CORAL,Porites branneri,,1f590289-ca7e-46a6-b59a-765fb7e980dd,
Reef Cloud,3629,Porites compressa,Porites compressa,HARD CORAL,Porites compressa,,05b8e85d-89ca-48dc-8ec9-2214d9103909,
Reef Cloud,3511,Porites divaricata,Porites divaricata,HARD CORAL,Porites divaricata,,b09cfc80-dd4e-421e-a8ff-c456752f6dc2,
Reef Cloud,3512,Porites furcata,Porites furcata,HARD CORAL,Porites furcata,,dcb64e93-80b1-4e60-a2ec-07489d0cd839,
Reef Cloud,3513,Porites porites,Porites porites,HARD CORAL,Porites porites,,39aa8616-e9ed-4fda-809a-5f9befc6efc2,
Reef Cloud,3514,Porites rus,Porites rus,HARD CORAL,Porites rus,,7d41bcd1-d9dd-4b8f-85ab-cd410ae0e1ef,
Reef Cloud,3515,Poritidae,Poritidae,HARD CORAL,Poritidae,,cec2b2df-ba65-4634-b371-75ad63428f26,
Reef Cloud,16489,Porolithon,Porolithon,CRUSTOSE CORALLINE ALGAE,Porolithon,,c72bf3d9-e291-43f1-9e8d-d1efb4d8dbd7,
Reef Cloud,3516,Psammocora,Psammocora,HARD CORAL,Psammocora,,748cb267-f47c-4920-b5b0-39109ade448f,
Reef Cloud,3517,Psammocoridae,Psammocoridae,HARD CORAL,Psammocoridae,,5e9d2736-3afd-4c5e-bfe7-97398c50a980,
Reef Cloud,3519,Pseudodiploria,Pseudodiploria,HARD CORAL,Pseudodiploria,,10240284-332a-4913-9bca-a96af8380a06,
Reef Cloud,3520,Pseudodiploria clivosa,Pseudodiploria clivosa,HARD CORAL,Pseudodiploria clivosa,,e7f1d46b-a613-40fe-968f-8fddc7c13c98,
Reef Cloud,3521,Pseudodiploria strigosa,Pseudodiploria strigosa,HARD CORAL,Pseudodiploria strigosa,,4b503b74-748b-4773-a788-e16a84f59f81,
Reef Cloud,3522,Pseudosiderastrea,Pseudosiderastrea,HARD CORAL,Pseudosiderastrea,,fb2bf86e-f1f3-4649-bc3d-3e99cd1a3f98,
Reef Cloud,3523,Quadrat frame,Quadrat frame,OTHER,Other,,31c5af16-30d7-4966-97f4-01889a5cf973,
Reef Cloud,3525,Rhipocephalus,Rhipocephalus,MACROALGAE,Rhipocephalus,,f7159ae5-d627-4b4f-87a6-521fc36119e0,
Reef Cloud,3554,Rhizangiidae,Rhizangiidae,HARD CORAL,Rhizangiidae,,1e98daa8-4101-4890-9bc8-9ca10b59125f,
Reef Cloud,3526,Rhizopsammia,Rhizopsammia,HARD CORAL,Rhizopsammia,,d98e6d94-9ed6-413c-8d0b-c1348da344b8,
Reef Cloud,3527,Rhodophyta (Red macroalgae),Rhodophyta (Red macroalgae),MACROALGAE,Rhodophyta,,f76a7fb3-ec62-465e-a07c-aac3e0936d71,
Reef Cloud,3529,Ricordea florida,Ricordea florida,SESSILE INVERTEBRATES,Ricordea florida,,833e7189-5a31-4573-abfd-ff2eee999437,
Reef Cloud,3530,Rubble,Rubble,RUBBLE,Rubble,,ed2332ed-0762-45fb-87a3-d315e218faf1,
Reef Cloud,3528,Rumphella,Rumphella,SOFT CORAL,Rumphella,,1991bace-e755-49e8-85eb-cf3edc790170,
Reef Cloud,3531,Ruppia,Ruppia,SEAGRASS,Ruppia,,97877aab-95e7-4e22-ab98-9ebd2f644cbc,
Reef Cloud,3532,Ruppia maritima,Ruppia maritima,SEAGRASS,Ruppia maritima,,39329031-a618-4ef1-a454-f65dc26deef9,
Reef Cloud,3533,Ruppiaceae,Ruppiaceae,SEAGRASS,Ruppiaceae,,0dc61829-0b30-4906-a07a-5beff5aa44d3,
Reef Cloud,3605,Sabellidae (Sabellid worms),Sabellidae (Sabellid worms),OTHER INVERTEBRATES,Sabellidae,,29525c16-c16c-4e4b-a97c-1b42ad069926,
Reef Cloud,3534,Sand,Sand,SOFT SEDIMENT,Sand,,b76bca12-884b-4404-bb9f-97d505b0fe58,
Reef Cloud,3535,Sandalolitha,Sandalolitha,HARD CORAL,Sandalolitha,,14a38ea6-beab-4871-8249-a015b5423268,
Reef Cloud,260894,Sarcophytidae,Sarcophytidae,HARD CORAL,Sarcophytidae,,60e34548-5a87-421e-8228-e983c2417963,
Reef Cloud,3536,Sarcophyton,Sarcophyton,SOFT CORAL,Sarcophyton,,d19a0d50-6372-4390-922b-cc8e8f7f13eb,
Reef Cloud,3537,Sargassum,Sargassum,MACROALGAE,Sargassum,,e1272775-11a6-4f60-9054-956567a961df,
Reef Cloud,3627,Schizothrix,Schizothrix,CYANOBACTERIA,Schizothrix,,aee51139-56b0-43e4-91fb-f7238b6d4db7,
Reef Cloud,3539,Scleronephthya,Scleronephthya,SOFT CORAL,Scleronephthya,,3ffd2895-8d25-416a-a46e-52254feee334,
Reef Cloud,3540,Sclerophyllia,Sclerophyllia,HARD CORAL,Sclerophyllia,,d03e2f70-8c6d-4ca0-bb07-c0860a74461f,
Reef Cloud,260893,Sclerophytum,Sclerophytum,HARD CORAL,Sclerophytum,,a1646b4b-43d4-4173-8df5-1aed709039d1,
Reef Cloud,3541,Scolymia,Scolymia,HARD CORAL,Scolymia,,602a2e9b-abad-48ac-90ec-857dd2fc194f,
Reef Cloud,3542,Scolymia cubensis,Scolymia cubensis,HARD CORAL,Scolymia cubensis,,b2e0ed78-68a8-4b05-a329-7f9b3793ef88,
Reef Cloud,3543,Scolymia lacera,Scolymia lacera,HARD CORAL,Scolymia lacera,,970e6f49-9a1a-46e3-bb8d-95c607f6bfdd,
Reef Cloud,3544,Scolymia wellsii,Scolymia wellsii,HARD CORAL,Scolymia wellsii,,22fd6518-9e6e-49c9-813e-64e268db67d9,
Reef Cloud,3547,Seagrass,Seagrass,SEAGRASS,Seagrass,,5f1f7956-bc21-4bfd-a409-9740e614b2ac,
Reef Cloud,3548,Seriatopora,Seriatopora,HARD CORAL,Seriatopora,,316eeb46-e24d-449b-a0b7-c0c8c0b803e6,
Reef Cloud,3549,Seriatopora hystrix,Seriatopora hystrix,HARD CORAL,Seriatopora hystrix,,7f450c13-590f-413a-9dd5-b68c6060cdfb,
Reef Cloud,3606,Serpulidae (Serpulid worms),Serpulidae (Serpulid worms),OTHER INVERTEBRATES,Serpulidae,,ec2693a8-b09b-4a45-9b60-85fad1c36495,
Reef Cloud,3550,Siderastrea,Siderastrea,HARD CORAL,Siderastrea,,33f6866f-cc76-4125-b27d-84ac0110ba94,
Reef Cloud,3551,Siderastrea radians,Siderastrea radians,HARD CORAL,Siderastrea radians,,4b404c52-42a0-4efa-a950-2824489c8deb,
Reef Cloud,3552,Siderastrea siderea,Siderastrea siderea,HARD CORAL,Siderastrea siderea,,8c98a043-b8e4-4d55-8ad2-fbdfcf455af5,
Reef Cloud,3553,Siderastrea stellata,Siderastrea stellata,HARD CORAL,Siderastrea stellata,,72aa19cc-c1db-4b20-a794-40a06041aed4,
Reef Cloud,3555,Silt,Silt,SOFT SEDIMENT,Silt,,18c4c1ee-a261-493d-b868-4b8a5e42bfc6,
Reef Cloud,3556,Simplastrea,Simplastrea,HARD CORAL,Simplastrea,,1e435fea-2503-473b-b246-e03b7790200a,
Reef Cloud,3557,Sinularia,Sinularia,SOFT CORAL,Sinularia,,ad22bde8-47c5-45dd-9d6e-45dd361b3b06,
Reef Cloud,3558,Soft coral,Soft coral,SOFT CORAL,Soft coral,,30a987e9-b420-4db6-a83a-a1f7cabd14fb,
Reef Cloud,3559,Solenastrea,Solenastrea,HARD CORAL,Solenastrea,,102e7c4f-d9cb-44fa-a65c-60225db98eb8,
Reef Cloud,3560,Solenastrea bournoni,Solenastrea bournoni,HARD CORAL,Solenastrea bournoni,,3a8d7636-166d-4841-9ddb-9c378f9b32ec,
Reef Cloud,3561,Solenastrea hyades,Solenastrea hyades,HARD CORAL,Solenastrea hyades,,6812b181-49a2-4302-928c-cbdbc8781e88,
Reef Cloud,3562,Spirobranchus giganteus,Spirobranchus giganteus,OTHER INVERTEBRATES,Spirobranchus giganteus,,624ecdc3-0b70-46df-8f5c-f0fc8f7dd1b6,
Reef Cloud,3565,Stephanocoenia intersepta,Stephanocoenia intersepta,HARD CORAL,Stephanocoenia intersepta,,c85f376f-a666-4c11-bc95-03e0a9dac856,
Reef Cloud,3566,Stereonephthya,Stereonephthya,SOFT CORAL,Stereonephthya,,2ada3566-4704-4484-ae8f-db6a864bafd5,
Reef Cloud,3568,Stylaraea,Stylaraea,HARD CORAL,Stylaraea,,886f4455-e955-45af-abf8-a3ed8f6be830,
Reef Cloud,3569,Stylaster,Stylaster,SESSILE INVERTEBRATES,Stylaster,,7d649b73-ccd6-4254-8a42-d2b24d25ac5e,
Reef Cloud,3570,Stylasteridae,Stylasteridae,SESSILE INVERTEBRATES,Stylasteridae,,0e504528-266a-4599-8b8d-b8347281b18b,
Reef Cloud,3572,Stylocoeniella,Stylocoeniella,HARD CORAL,Stylocoeniella,,4fddc309-01c7-4040-86b4-f80f0f0235e9,
Reef Cloud,3573,Stylophora,Stylophora,HARD CORAL,Stylophora,,c3ffe279-fb7b-499e-8fb8-b26403c80710,
Reef Cloud,3574,Stylophora pistillata,Stylophora pistillata,HARD CORAL,Stylophora pistillata,,d932b38e-8f39-407c-968e-b8401bb1ddc3,
Reef Cloud,3575,Stypopodium,Stypopodium,MACROALGAE,Stypopodium,,43cf8a4f-6523-4dae-8fd5-c34fa4afc8cd,
Reef Cloud,3576,Svenzea zeai,Svenzea zeai,SPONGE,Svenzea zeai,,e99ca6ad-a371-4db5-8298-71995b7aa274,
Reef Cloud,3579,Syringodium filiforme,Syringodium filiforme,SEAGRASS,Syringodium filiforme,,9da9bd58-8e73-4fe3-845c-e7efacce9f95,
